"ID","正式名称","正式名称（フリガナ）","略称","略称（フリガナ）","英語表記（ローマ字表記）","機関区分","都道府県コード","市区町村コード","所在地","所在地座標（緯度）","所在地座標（経度）","案内用ホームページアドレス","毎週決まった曜日に休診（月）","毎週決まった曜日に休診（火）","毎週決まった曜日に休診（水）","毎週決まった曜日に休診（木）","毎週決まった曜日に休診（金）","毎週決まった曜日に休診（土）","毎週決まった曜日に休診（日）","決まった週に休診（定期週）第1週（月）","決まった週に休診（定期週）第1週（火）","決まった週に休診（定期週）第1週（水）","決まった週に休診（定期週）第1週（木）","決まった週に休診（定期週）第1週（金）","決まった週に休診（定期週）第1週（土）","決まった週に休診（定期週）第1週（日）","決まった週に休診（定期週）第2週（月）","決まった週に休診（定期週）第2週（火）","決まった週に休診（定期週）第2週（水）","決まった週に休診（定期週）第2週（木）","決まった週に休診（定期週）第2週（金）","決まった週に休診（定期週）第2週（土）","決まった週に休診（定期週）第2週（日）","決まった週に休診（定期週）第3週（月）","決まった週に休診（定期週）第3週（火）","決まった週に休診（定期週）第3週（水）","決まった週に休診（定期週）第3週（木）","決まった週に休診（定期週）第3週（金）","決まった週に休診（定期週）第3週（土）","決まった週に休診（定期週）第3週（日）","決まった週に休診（定期週）第4週（月）","決まった週に休診（定期週）第4週（火）","決まった週に休診（定期週）第4週（水）","決まった週に休診（定期週）第4週（木）","決まった週に休診（定期週）第4週（金）","決まった週に休診（定期週）第4週（土）","決まった週に休診（定期週）第4週（日）","決まった週に休診（定期週）第5週（月）","決まった週に休診（定期週）第5週（火）","決まった週に休診（定期週）第5週（水）","決まった週に休診（定期週）第5週（木）","決まった週に休診（定期週）第5週（金）","決まった週に休診（定期週）第5週（土）","決まった週に休診（定期週）第5週（日）","祝日に休診","その他の休診日（gw、お盆等）","一般病床","療養病床","療養病床のうち医療保険適用","療養病床のうち介護保険適用","精神病床","結核病床","感染症病床","合計病床数"
"0111010000010","札幌医科大学附属病院","サッポロイカダイガクフゾクビョウイン","札医大","サツイダイ","Sapporo Medical University Hospital","1","01","101","北海道札幌市中央区南１条西１６丁目２９１番地","0","0","https://web.sapmed.ac.jp/hospital/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","821","","","","32","","","853"
"0111010000020","市立札幌病院","シリツサッポロビョウイン","市立札幌病院","シリツサッポロビョウイン","Sapporo City General Hospital","1","01","101","北海道札幌市中央区北１１条西１３丁目１番１号","0","0","http://www.city.sapporo.jp/hospital/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","626","","","","38","","8","672"
"0111010000030","ＪＡ北海道厚生連　札幌厚生病院","ジェイエイホッカイドウコウセイレンサッポロコウセイビョウイン","ＪＡ北海道厚生連札幌厚生病院","ジェイエイホッカイドウコウセイレンサッポロコウセイビョウイン","Sapporo Kousei Byoin","1","01","101","北海道札幌市中央区北３条東８丁目５番地","43.067520","141.369151","http://www.dou-kouseiren.com//byouin/sapporo","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","516","","","","","","","516"
"0111010000050","ＪＲ札幌病院","ジェイアールサッポロビョウイン","ＪＲ札幌病院","ジェイアールサッポロビョウイン","JR SAPPORO HOSPITAL","1","01","101","北海道札幌市中央区北３条東１丁目１番地","0","0","https://hospital.jrhokkaido.co.jp","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","312","","","","","","","312"
"0111010000060","ＮＴＴ東日本札幌病院","エヌティティヒガシニホンサッポロビョウイン","ＮＴＴ東日本札幌病院","エヌティティヒガシニホンサッポロビョウイン","NTT Medical Center Sapporo","1","01","101","北海道札幌市中央区南１条西１５丁目２９０番地","0","0","https://nmcs.ntt-east.co.jp/index.html","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","301","","","","","","","301"
"0111010000110","社会医療法人医仁会中村記念病院","シャカイイリョウホウジンイジンカイ　ナカムラキネンビョウイン","中村記念病院","ナカムラキネンビョウイン","Nakamura Memorial Hospital","1","01","101","北海道札幌市中央区南１条西１４丁目２９１番地１９０","0","0","http://www.nmh.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月31日","499","","","","","","","499"
"0111010000130","医療法人社団ＣＨＣＰヘルスケアシステム桑園中央病院","イリョウホウジンシャダン　シーエイチシーピーヘルスケアシステム　ソウエンチュウオウビョウイン","桑園中央病院","ソウエンチュウオウビョウイン","SOUEN CENTRAL HOSPITAL","1","01","101","北海道札幌市中央区北８条西１６丁目２８番３５号","0","0","http://sch-hospital.com/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","38","30","","","","","","68"
"0111010000170","医療法人北仁会旭山病院","イリョウホウジンホクジンカイアサヒヤマビョウイン","旭山病院","アサヒヤマビョウイン","AsahiyamaHospital","1","01","101","北海道札幌市中央区双子山　４丁目３番３３号","43.041605","141.311962","http://www.hokujin.or.jp/asahiyama/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","","","","","329","","","329"
"0111010000210","札幌南一条病院","サッポロミナミイチジョウビョウイン","札幌南一条病院","サッポロミナミイチジョウビョウイン","SAPPORO MINAMIICHIJO HOSPITAL","1","01","101","北海道札幌市中央区南１条西１３丁目３１７番地１","0","0","http://www.h-keiaikai.or.jp/minamiichijo/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","147","","","","","","","147"
"0111010000230","札幌西円山病院","サッポロニシマルヤマビョウイン","札幌西円山病院","サッポロニシマルヤマビョウイン","Sapporo Nishimaruyama Hospital","1","01","101","北海道札幌市中央区円山西町４丁目７番２５号","43.039966","141.303236","http://www.keijinkai.com/nishimaruyama/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","469","134","134","0","","","","603"
"0111010000240","医療法人社団明日佳　札幌明日佳病院","イリョウホウジンシャダンアスカ　サッポロアスカビョウイン","札幌明日佳病院","サッポロアスカビョウイン","IryouhouzinshadanAsukaSapporoasukaHospital","1","01","101","北海道札幌市中央区宮の森　１条１７丁目１番２５号","43.043133","141.292825","http://www.asuka-gp.or.jp/sapporo/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","","243","243","","","","","243"
"0111010000300","医療法人社団心和会心和病院","イリョウホウジンシャダンシンワカイシンワビョウイン","心和病院","シンワビョウイン","Shinwa Hospital","1","01","101","北海道札幌市中央区南１３条西２０丁目１番６号","43.041606","141.329183","http://www.shinwahp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月02日，01月03日，12月31日","40","","","","","","","40"
"0111010000330","医療法人　萬田記念病院","イリョウホウジン　マンダキネンビョウイン","医療法人　萬田記念病院","イリョウホウジン　マンダキネンビョウイン","Manda Memorial Hospital Medical Corporation","1","01","101","北海道札幌市中央区南２条西１丁目１番地","43.058799","141.357180","http://www.manda.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月31日","89","","","","","","","89"
"0111010000340","特定医療法人　平成会　平成会病院","トクテイイリョウホウジン　ヘイセイカイ　　ヘイセイカイビョウイン","平成会病院","ヘイセイカイビョウイン","Heiseikai Hospital","1","01","101","北海道札幌市中央区北１条西１８丁目１番１","0","0","http://www.heisei-hospital.jp","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","82","","","","","","","82"
"0111010000350","医療法人社団健心会　桑園病院","イリョウホウジンシャダン　ケンシンカイ　ソウエン　ビョウイン","桑園病院","ソウエン　ビョウイン","Souen Byoin","1","01","101","北海道札幌市中央区北１２条西１５丁目１番３０号","43.072852","141.330098","https://www.soen-hosp.com","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，06月15日，08月15日，12月29日，12月30日，12月31日","","","","","156","","","156"
"0111010000390","医療法人社団研仁会北海道脳神経外科記念病院","イリョウホウジンシャダンケンジンカイホッカイドウノウシンケイゲカキネンビョウイン","北海道脳神経外科記念病院","ホッカイドウノウシンケイゲカキネンビョウイン","Hokkaido Neurosurgical Memorial Hospital","1","01","107","北海道札幌市西区八軒９条東５丁目１－２０","0","0","https://www.hnsmhp.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","134","","","","","","","134"
"0111010000400","医療法人社団銀杏会　さっぽろ銀杏会記念病院","イリョウホウジンシャダンギンナンカイ　サッポロギンナンカイキネンビョウイン","さっぽろ銀杏会記念病院","サッポロギンナンカイキネンビョウイン","Ginnankai Hospital","1","01","101","北海道札幌市中央区南１１条西８丁目２番２５号","0","0","https://ginnankai.jp/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","85","","","","","","","85"
"0111010000410","札幌南三条病院","サッポロミナミサンジョウビョウイン","札幌南三条病院","サッポロミナミサンジョウビョウイン","Sapporo Minamisanjo Hospital","1","01","101","北海道札幌市中央区南３条西６丁目４番２号","43.056021","141.349403","http://www.minamisanjo-hp.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","99","","","","","","","99"
"0111010000420","北海道大学病院","ホッカイドウダイガクビョウイン","北大病院","ホクダイビョウイン","Hokkaido University Hospital (Hokkaido Daigaku Byoin)","1","01","102","北海道札幌市北区北１４条西５丁目","43.077246","141.345617","http://www.huhp.hokudai.ac.jp","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","874","","","","70","","","944"
"0111010000450","社会医療法人　松田整形外科記念病院","シャカイイリョウホウジン　マツダセイケイゲカキネンビョウイン","松田整形外科記念病院","マツダセイケイゲカキネンビョウイン","Matsuda Orthopaedics Memorial Hospital","1","01","102","北海道札幌市北区北１８条西４丁目１番３５号","43.082046","141.346096","http://www.matsuda-oh.com/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","60","","","","","","","60"
"0111010000460","社会医療法人　延山会　北成病院","シャカイイリョウホウジン　エンザンカイ　ホクセイビョウイン","社会医療法人延山会北成病院","エンザンカイホクセイビョウイン","Hokusei  Hospital","1","01","102","北海道札幌市北区新川西３条２丁目１０番１号","43.124402","141.287405","https://www.hokusei-hp.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","54","84","84","0","","","","138"
"0111010000480","医療法人社団翔嶺館　札幌優翔館病院","イリョウホウジンシャダン　ショウレイカン　サッポロユウショウカンビョウイン","札幌優翔館病院","サッポロユウショウカンビョウイン","sapporo yuushoukan hospital","1","01","102","北海道札幌市北区東茨戸２条２丁目８番２５号","43.164780","141.358013","http://www.shoureikan.jp/yuushoukan/index.html","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","86","48","48","","","","","134"
"0111010000490","医療法人麻生整形外科病院","イリョウホウジンアサブセイケイゲカビョウイン","麻生整形外科病院","アサブセイケイゲカビョウイン","Asabu Orthopedic Hospital","1","01","102","北海道札幌市北区新琴似８条２丁目２番５号","0","0","https://www.asabuseikei.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，08月10日，09月14日，12月29日，12月30日，12月31日","53","","","","","","","53"
"0111010000530","医療法人研成会札幌鈴木病院","イリョウホウジンケンセイカイサッポロスズキビョウイン","札幌鈴木病院","サッポロスズキビョウイン","Sapporo Suzuki Hospital","1","01","102","北海道札幌市北区新琴似３条１丁目１番２７号","0","0","http://www.sapporo-suzuki-hospital.jp","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","","","","","163","","","163"
"0111010000540","医療法人社団札幌百合の会病院","イリョウホウジンシャダンサッポロユリノカイビョウイン","札幌百合の会病院","サッポロユリノカイビョウイン","SapporoYurinokai Hospital","1","01","102","北海道札幌市北区百合が原１１丁目１８６","43.131958","141.367565","http://www.yurinokai.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","48","88","88","","","","","136"
"0111010000550","医療法人社団　五稜会病院","イリョウホウジンシャダン　ゴリョウカイビョウイン","医療法人社団　五稜会病院","イリョウホウジンシャダン　ゴリョウカイビョウイン","Goryokai Hospital","1","01","102","北海道札幌市北区篠路９条６丁目２番３号","0","0","goryokai.com","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","","","","","193","","","193"
"0111010000570","医療法人社団　北札幌病院","イリョウホウジンシャダンキタサッポロビョウイン","医療法人社団　北札幌病院","キタサッポロビョウイン","Kita Sapporo Hospital","1","01","102","北海道札幌市北区新琴似９条１丁目１番１号","0","0","http://kitasatsu.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","35","60","60","","","","","95"
"0111010000580","長生会病院","チョウセイカイビョウイン","長生会病院","チョウセイカイビョウイン","Chouseikai Byouin","1","01","102","北海道札幌市北区北２５条西１６丁目２番１号","43.091323","141.324264","http://choseikai.com/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月31日","28","46","46","","","","","74"
"0111010000610","医療法人社団荒木病院","イリョウホウジンシャダンアラキビョウイン","荒木病院","アラキビョウイン","Araki  Hospital","1","01","102","北海道札幌市北区篠路３条２丁目１番９２号","0","0","http://www.araki-hospital.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月31日","0","27","27","0","121","0","0","148"
"0111010000620","医療法人社団栄杜会　小原病院","イリョウホウジンシャダン　エイトカイ　オバラビョウイン","医療法人社団　栄杜会　小原病院","イリョウホウジンシャダン　エイトカイ　オバラビョウイン","Obara Hospital","1","01","102","北海道札幌市北区屯田９条１２丁目５－１","0","0","","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，08月14日，08月15日，12月30日，12月31日","0","0","0","0","145","0","0","145"
"0111010000640","社会医療法人　北腎会　坂泌尿器科病院","シャカイイリョウホウジン　ホクジンカイ　サカヒニョウキカビョウイン","坂泌尿器科病院","サカヒニョウキカビョウイン","Saka Urology Hospital","1","01","107","北海道札幌市西区八軒２条西４丁目１番１号","43.099572","141.326736","http://saka-uro.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","59","0","0","0","0","0","0","59"
"0111010000670","勤医協中央病院","キンイキョウチュウオウビョウイン","勤医協中央病院","チュウオウビョウイン","Kinikyo Chuo Hospital","1","01","103","北海道札幌市東区東苗穂５条１丁目９番１号","43.091463","141.403063","www.kin-ikyo-chuo.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，05月01日，12月30日，12月31日","450","","","","","","","450"
"0111010000680","天使病院","テンシビョウイン","天使病院","テンシビョウイン","TENSHI HOSPITAL","1","01","103","北海道札幌市東区北１２条東３丁目１－１","43.076603","141.357373","http://www.tenshi.or.jp","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","260","","","","","","","260"
"0111010000700","医療法人　徳洲会　札幌東徳洲会病院","イリョウホウジン　トクシュウカイ　サッポロヒガシトクシュウカイビョウイン","医療法人　徳洲会　札幌東徳洲会病院","イリョウホウジントクシュウカイ　サッポロヒガシトクシュウカイビョウイン","Sapporo Higashi Tokushukai Hospital","1","01","103","北海道札幌市東区北３３条東１４丁目３番１号","43.103572","141.365955","http://www.higashi-tokushukai.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月31日","336","","","","","","","336"
"0111010000710","医療法人社団英仁会札苗病院","イリョウホウジンシャダンエイジンカイサツナエビョウイン","札苗病院","サツナエビョウイン","Satsunae Haspotal","1","01","103","北海道札幌市東区東苗穂７条２丁目８番２０号","43.094907","141.412340","http://satsunae-hp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","24","30","30","","","","","54"
"0111010000720","社会医療法人禎心会　札幌禎心会病院","シャカイイリョウホウジンテイシンカイ　サッポロテイシンカイビョウイン","札幌禎心会病院","サッポロテイシンカイビョウイン","SaPporoTeiShinKai Hospital(SaPporoTeiShinKai Byoin)","1","01","103","北海道札幌市東区北３３条東１丁目３－１","43.100933","141.346679","http://www.teishinkai.jp/thp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","279","","","","","","","279"
"0111010000730","医療法人　札幌麻生脳神経外科病院","イリョウホウジン　サッポロアザブノウシンケイゲカビョウイン","麻生脳外科","アザブノウゲカ","azabunougeka","1","01","103","北海道札幌市東区北２２条東１丁目１番４０号","0","0","http://www.azabunougeka.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月02日，01月03日，12月30日，12月31日","145","","","","","","","145"
"0111010000740","医療法人　育愛会　札幌東豊病院","イリョウホウジン　イクアイカイ　サッポロトウホウビョウイン","札幌東豊病院","サッポロトウホウビョウイン","SAPPORO TOHO HOSPITAL","1","01","103","北海道札幌市東区北１７条東１５丁目３番１号","0","0","http://www.toho-hosp.or.jp","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","01月01日，01月02日，01月03日，12月30日，12月31日","67","","","","","","","67"
"0111010000760","医療法人社団大蔵会札幌佐藤病院","イリョウホウジンシャダンオオクラカイサッポロサトウビョウイン","医療法人社団大蔵会札幌佐藤病院","イリョウホウジンシャダンオオクラカイサッポロサトウビョウイン","SapporoSatou Byouin","1","01","103","北海道札幌市東区伏古２条４丁目１０番１５号","0","0","http://www.s-sato-hp.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月31日、12月30日（PM）","","","","","244","","","244"
"0111010000770","医療法人社団札幌道都病院","イリョウホウジンシャダンサッポロドウトビョウイン","札幌道都病院","サッポロドウトビョウイン","sapporo doto byouin","1","01","103","北海道札幌市東区北１７条東１４丁目３番２号","43.084769","141.371677","http://www.doto.org","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月02日，01月03日，12月30日，12月31日","188","","","","","","","188"
"0111010000790","札幌東和病院","サッポロトウワビョウイン","札幌東和病院","サッポロトウワビョウイン","sapporotouwa Hospital","1","01","103","北海道札幌市東区北３０条東１８丁目８－１","0","0","http://www.sapporo-towa-hp.sakura.ne.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，8月15日，12月30日，12月31日，","","210","210","","","","","210"
"0111010000820","社会医療法人社団愛心館　愛心メモリアル病院","シャカイイリョウホウジンシャダンアイシンカン　アイシンメモリアルビョウイン","愛心メモリアル病院","アイシンメモリアルビョウイン","Aishin Memorial Hospital","1","01","103","北海道札幌市東区北二十七条東１丁目１番１５号","43.094517","141.347512","http://aishinmemorial-hp.or.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月30日，12月31日","71","","","","","","","71"
"0111010000830","北光記念病院","ホッコウキネンビョウイン","北光記念病院","ホッコウキネンビョウイン","Hokkokinen Hospital","1","01","103","北海道札幌市東区北２７条東８丁目１番６号","43.096656","141.360817","http://www.hokko.or.jp/hokkou/index.html","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","145","0","0","0","0","0","0","145"
"0111010000850","社会医療法人　耳鼻咽喉科麻生病院","シャカイイリョウホウジン　ジビインコウカアザブビョウイン","耳鼻咽喉科麻生病院","ジビインコウカアザブビョウイン","Azabu Triology Hospital","1","01","103","北海道札幌市東区北４０条東１丁目１番７号","43.107627","141.344623","http://www.jibiazabu.or.jp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","35","0","0","0","0","0","0","35"
"0111010000860","医療法人　エム・ティー・エヌ　北海道泌尿器科記念病院","イリョウホウジン　エム・ティー・エヌ　ホッカイドウヒニョウキカキネンビョウイン","北海道泌尿器科記念病院","ホッカイドウヒニョウキカキネンビョウイン","HOKKAIDO MEMORIAL HOSPITAL OF UROLOGY","1","01","103","北海道札幌市東区北４１条東１丁目１番２５号","0","0","https://www.hokkaido-hinyoukika.or.jp","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，06月15日，08月15日，12月28日午後,  12月29日，12月30日，12月31日","40","","","","","","","40"
"0111010000870","医療法人札幌ハートセンター　札幌ハートクリニック","イリョウホウジンサッポロハートセンター　サッポロハートクリニック","札幌ハートクリニック","サッポロハートクリニック","Sapporo Heart Clinic","1","01","103","北海道札幌市東区北１５条東１８丁目５番１５号","43.083324","141.378982","","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","01月01日，01月02日，01月03日，12月30日，12月31日","20","","","","","","","20"
"0111010000880","医療法人彰和会　北海道消化器科病院","イリョウホウジンショウワカイ　ホッカイドウショウカキカビョウイン","北海道消化器科病院","ホッカイドウショウカキカビョウイン","Hokkaido Gastroenterology Hospital","1","01","103","北海道札幌市東区本町１条１丁目２番１０号","43.080560","141.379036","http://www.hgh.or.jp/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","01月01日，01月02日，01月03日，08月15日，12月30日，12月31日","186","","","","","","","186"
"0111010000900","独立行政法人国立病院機構北海道がんセンター","ドクリツギョウセイホウジンコクリツビョウインキコウホッカイドウガンセンター","北海道がんセンター","ホッカイドウガンセンター","National Hospital Organization Hokkaido Cancer Center","1","01","104","北海道札幌市白石区菊水４条２丁目３－５４","0","0","https://hokkaido-cc.hosp.go.jp/","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","01月01日，01月02日，01月03日，12月29日，12月30日，12月31日","430","","","","","","","430"
